name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
tata nano lx,2013.0,58000.0,27974.0,petrol,individual,manual,first owner
maruti alto 800 vxi,2018.0,183000.0,40000.0,petrol,individual,manual,first owner
maruti zen estilo 1.1 vxi bsiii,2007.0,95000.0,80000.0,petrol,individual,manual,first owner
maruti wagon r lx minor,2013.0,250000.0,38000.0,petrol,individual,manual,first owner
tata zest revotron 1.2 xt,2014.0,400000.0,35000.0,petrol,individual,manual,first owner
hyundai verna 1.6 sx crdi (o),2012.0,409999.0,60000.0,diesel,individual,manual,second owner
skoda octavia classic 1.9 tdi mt,2004.0,120000.0,120000.0,diesel,individual,manual,second owner
maruti swift amt vxi,2018.0,600000.0,18000.0,petrol,individual,automatic,first owner
honda amaze sx i-vtec,2016.0,600000.0,10000.0,petrol,individual,manual,first owner
mahindra xuv500 w6 2wd,2015.0,825000.0,90000.0,diesel,individual,manual,third owner
toyota etios gd,2016.0,625000.0,80000.0,diesel,individual,manual,second owner
hyundai grand i10 nios magna crdi,2020.0,700000.0,1400.0,diesel,individual,manual,first owner
chevrolet beat ls,2011.0,160000.0,60000.0,petrol,individual,manual,first owner
maruti alto lx,2011.0,114999.0,60000.0,petrol,individual,manual,third owner
maruti wagon r lxi minor,2009.0,150000.0,53000.0,petrol,individual,manual,first owner
volkswagen jetta 1.9 l tdi,2010.0,250000.0,100000.0,diesel,dealer,manual,first owner
hyundai verna 1.6 sx,2012.0,390000.0,86000.0,diesel,dealer,manual,second owner
renault duster 85ps diesel rxl,2015.0,650000.0,100000.0,diesel,individual,manual,first owner
hyundai xcent 1.1 crdi sx option,2016.0,600000.0,30000.0,diesel,individual,manual,first owner
hyundai i20 1.2 sportz,2011.0,250000.0,120000.0,petrol,individual,manual,first owner
hyundai santro xing gl plus lpg,2011.0,229999.0,60000.0,lpg,individual,manual,second owner
maruti ritz ldi,2016.0,299000.0,50000.0,diesel,individual,manual,second owner
chevrolet cruze ltz,2010.0,330000.0,124000.0,diesel,individual,manual,second owner
hyundai accent executive,2012.0,180000.0,100000.0,petrol,individual,manual,third owner
hyundai grand i10 1.2 kappa asta,2017.0,475000.0,42000.0,petrol,individual,manual,first owner
hyundai grand i10 crdi sportz,2015.0,325000.0,100000.0,diesel,individual,manual,first owner
honda city i vtec v,2016.0,639000.0,28205.0,petrol,dealer,manual,first owner
maruti celerio vxi at,2017.0,415000.0,32670.0,petrol,dealer,automatic,first owner
hyundai creta 1.6 crdi at sx plus,2016.0,1199000.0,30093.0,diesel,dealer,automatic,first owner
maruti ertiga vxi cng,2013.0,525000.0,56228.0,cng,dealer,manual,first owner
hyundai verna 1.6 sx vtvt,2013.0,425000.0,59319.0,petrol,dealer,manual,first owner
maruti vitara brezza vdi,2016.0,699000.0,39503.0,diesel,dealer,manual,first owner
hyundai grand i10 1.2 kappa sportz dual tone,2013.0,325000.0,35299.0,petrol,dealer,manual,first owner
toyota etios v,2011.0,275000.0,51687.0,petrol,dealer,manual,first owner
volkswagen vento petrol highline at,2011.0,269000.0,76259.0,petrol,dealer,automatic,first owner
volkswagen polo diesel highline 1.2l,2013.0,399000.0,44049.0,diesel,dealer,manual,first owner
mahindra kuv 100 mfalcon d75 k8,2017.0,475000.0,45087.0,diesel,dealer,manual,first owner
toyota etios v,2011.0,249000.0,41125.0,petrol,dealer,manual,first owner
audi a4 new  2.0 tdi multitronic,2014.0,1200000.0,42215.0,diesel,dealer,automatic,first owner
volkswagen polo petrol highline 1.2l,2011.0,254999.0,54206.0,petrol,dealer,manual,first owner
skoda rapid 1.6 mpi active,2012.0,269000.0,52547.0,petrol,dealer,manual,first owner
maruti ertiga zdi,2014.0,665000.0,59110.0,diesel,dealer,manual,first owner
maruti wagon r stingray lxi,2014.0,299000.0,54565.0,petrol,dealer,manual,first owner
hyundai i20 asta,2010.0,265000.0,47564.0,petrol,dealer,manual,second owner
volkswagen polo petrol highline 1.2l,2010.0,211000.0,45143.0,petrol,dealer,manual,second owner
skoda superb 1.8 tsi,2013.0,599000.0,61624.0,petrol,dealer,automatic,second owner
tata indigo ls,2007.0,55000.0,171000.0,diesel,individual,manual,third owner
hyundai verna 1.6 sx crdi (o),2014.0,550000.0,50000.0,diesel,individual,manual,first owner
land rover discovery sport td4 hse 7s,2018.0,1200000.0,68000.0,diesel,individual,automatic,first owner
tata sumo gx tc 8 str,2010.0,220000.0,120000.0,diesel,individual,manual,second owner
maruti swift vxi,2019.0,500000.0,20000.0,petrol,individual,manual,first owner
maruti alto lxi,2010.0,140000.0,30000.0,petrol,individual,manual,first owner
maruti swift vdi,2013.0,325000.0,60000.0,diesel,individual,manual,first owner
hyundai i20 magna,2010.0,210000.0,90000.0,petrol,individual,manual,third owner
maruti alto lxi,2008.0,110000.0,90000.0,petrol,individual,manual,second owner
hyundai verna crdi 1.6 sx option,2019.0,1200000.0,25000.0,diesel,individual,manual,first owner
maruti alto 800 vxi,2017.0,229999.0,40000.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2006.0,165000.0,132000.0,petrol,individual,manual,first owner
tata tiago xza amt,2018.0,525000.0,10980.0,petrol,dealer,automatic,first owner
hyundai eon era plus,2018.0,325000.0,20629.0,petrol,dealer,manual,first owner
toyota innova crysta 2.4 vx mt bsiv,2018.0,1200000.0,50000.0,diesel,individual,manual,first owner
hyundai grand i10 at asta,2015.0,400000.0,30000.0,petrol,individual,automatic,first owner
maruti ciaz vxi,2015.0,550000.0,69782.0,petrol,dealer,manual,first owner
maruti 800 std,2003.0,98000.0,54000.0,petrol,individual,manual,first owner
mahindra xuv500 w8 4wd,2013.0,900000.0,63654.0,diesel,dealer,manual,first owner
renault lodgy 85ps rxl,2017.0,700000.0,60000.0,diesel,individual,manual,first owner
mahindra scorpio s6 plus 7 seater,2015.0,890000.0,52000.0,diesel,dealer,manual,first owner
maruti swift ldi bsiv,2015.0,490000.0,59385.0,diesel,dealer,manual,first owner
hyundai i20 2015-2017 magna 1.2,2015.0,525000.0,70378.0,petrol,dealer,manual,first owner
maruti wagon r lxi bs iv,2013.0,330000.0,55425.0,petrol,dealer,manual,first owner
mahindra bolero 2011-2019 slx 2wd bsiii,2013.0,550000.0,78413.0,diesel,dealer,manual,second owner
mahindra bolero power plus slx,2018.0,790000.0,40890.0,diesel,dealer,manual,first owner
honda brio s mt,2015.0,350000.0,34823.0,petrol,dealer,manual,second owner
toyota innova crysta 2.8 zx at bsiv,2017.0,1200000.0,75000.0,diesel,individual,automatic,first owner
maruti ciaz vdi shvs,2017.0,750000.0,55545.0,diesel,dealer,manual,first owner
honda amaze ex i-dtech,2014.0,409999.0,56541.0,diesel,dealer,manual,first owner
hyundai eon magna plus,2016.0,220000.0,43700.0,petrol,individual,manual,first owner
tata indica gls bs iv,2009.0,68000.0,120000.0,petrol,individual,manual,second owner
hyundai eon era plus,2017.0,290000.0,20000.0,petrol,individual,manual,first owner
honda city i dtec sv,2014.0,600000.0,27483.0,diesel,dealer,manual,first owner
maruti swift lxi,2019.0,470000.0,8000.0,petrol,individual,manual,first owner
hyundai i10 sportz 1.2,2008.0,150000.0,30000.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2014.0,180000.0,56207.0,petrol,dealer,manual,second owner
maruti zen lxi,2006.0,80000.0,70000.0,petrol,individual,manual,first owner
honda wr-v i-vtec vx,2018.0,875000.0,1440.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2019.0,300000.0,50000.0,petrol,individual,manual,first owner
toyota fortuner 2.8 2wd at bsiv,2017.0,1200000.0,20000.0,diesel,individual,automatic,first owner
toyota innova crysta 2.4 zx mt,2017.0,1200000.0,91195.0,diesel,dealer,manual,first owner
volkswagen polo 1.5 tdi trendline,2011.0,220000.0,63657.0,diesel,dealer,manual,first owner
mahindra verito vibe 1.5 dci d4,2013.0,250000.0,60000.0,diesel,individual,manual,first owner
toyota innova 2.5 g (diesel) 7 seater,2016.0,919999.0,75000.0,diesel,dealer,manual,first owner
volkswagen vento magnific 1.6 highline,2013.0,380000.0,97248.0,petrol,dealer,manual,first owner
maruti swift vdi,2012.0,450000.0,46000.0,diesel,individual,manual,first owner
hyundai verna 1.6 vtvt at s option,2016.0,770000.0,10000.0,petrol,individual,automatic,first owner
maruti swift dzire ldi,2018.0,550000.0,80000.0,diesel,individual,manual,first owner
tata new safari dicor 2.2 gx 4x2,2011.0,320000.0,100000.0,diesel,individual,manual,second owner
maruti sx4 vxi bsiv,2013.0,400000.0,35000.0,petrol,individual,manual,first owner
maruti celerio vxi at,2017.0,450000.0,50000.0,petrol,individual,automatic,first owner
maruti sx4 zdi,2011.0,220000.0,90000.0,diesel,individual,manual,third owner
mahindra xuv500 w8 2wd,2012.0,400000.0,150000.0,diesel,individual,manual,second owner
hyundai verna 1.6 sx vtvt (o),2013.0,530000.0,89000.0,petrol,individual,manual,second owner
maruti swift dzire vdi,2014.0,390000.0,60000.0,diesel,individual,manual,second owner
fiat grande punto 1.3 dynamic (diesel),2012.0,185000.0,100000.0,diesel,individual,manual,second owner
maruti sx4 vxi bsiv,2012.0,300000.0,100000.0,petrol,individual,manual,second owner
maruti swift vdi bsiv,2014.0,575000.0,90000.0,diesel,individual,manual,second owner
maruti wagon r stingray vxi,2014.0,300000.0,75000.0,petrol,individual,manual,first owner
toyota etios liva 1.4 vd,2017.0,425000.0,36000.0,diesel,dealer,manual,first owner
hyundai xcent 1.2 kappa sx,2016.0,350000.0,12000.0,petrol,individual,manual,first owner
honda amaze vx o idtec,2017.0,550000.0,12997.0,diesel,dealer,manual,first owner
maruti ciaz 1.4 at zeta,2017.0,500000.0,40000.0,petrol,individual,automatic,first owner
mahindra scorpio s4 4wd,2015.0,600000.0,60000.0,diesel,individual,manual,first owner
mahindra quanto c8,2013.0,300000.0,25000.0,diesel,individual,manual,second owner
hyundai verna crdi 1.6 sx option,2018.0,1150000.0,26430.0,diesel,dealer,manual,first owner
maruti swift 1.3 vxi abs,2015.0,475000.0,24600.0,petrol,dealer,manual,first owner
maruti wagon r lxi,2011.0,260000.0,28481.0,petrol,dealer,manual,first owner
ford ecosport 1.0 ecoboost titanium optional,2013.0,350000.0,100000.0,petrol,individual,manual,first owner
mahindra xuv500 w8 2wd,2013.0,750000.0,41988.0,diesel,dealer,manual,first owner
maruti wagon r lxi,2009.0,180000.0,30375.0,petrol,dealer,manual,first owner
renault kwid climber 1.0 amt bsiv,2017.0,350000.0,7658.0,petrol,dealer,automatic,first owner
maruti swift dzire vdi,2017.0,611000.0,34400.0,diesel,dealer,manual,first owner
renault kwid rxl bsiv,2017.0,325000.0,18500.0,petrol,dealer,manual,first owner
hyundai eon 1.0 era plus,2012.0,225000.0,48000.0,petrol,dealer,manual,first owner
maruti wagon r amt vxi,2014.0,300000.0,28942.0,petrol,dealer,automatic,first owner
mahindra bolero power plus slx,2017.0,400000.0,50000.0,diesel,individual,manual,second owner
mahindra xuv500 w8 2wd,2012.0,711000.0,53600.0,diesel,dealer,manual,first owner
toyota innova 2.5 g (diesel) 8 seater,2015.0,851000.0,53652.0,diesel,dealer,manual,first owner
maruti ertiga vxi,2014.0,500000.0,25000.0,petrol,individual,manual,first owner
toyota innova 2.5 g4 diesel 8-seater,2007.0,250000.0,80000.0,diesel,individual,manual,second owner
maruti alto 800 vxi,2017.0,150000.0,50000.0,petrol,individual,manual,first owner
mahindra scorpio 1.99 s10,2016.0,610000.0,15000.0,diesel,individual,manual,second owner
mahindra kuv 100 g80 k2,2018.0,450000.0,5000.0,petrol,individual,manual,first owner
hyundai i20 1.4 asta option,2017.0,744000.0,106000.0,diesel,individual,manual,first owner
chevrolet spark 1.0,2008.0,120000.0,100000.0,petrol,individual,manual,third owner
renault kwid rxl,2016.0,220000.0,60000.0,petrol,individual,manual,third owner
maruti ertiga zdi,2012.0,480000.0,120000.0,diesel,individual,manual,fourth & above owner
maruti celerio zxi optional amt bsiv,2017.0,370000.0,82000.0,petrol,individual,automatic,first owner
fiat palio d 1.9 el ps,2003.0,55000.0,35000.0,diesel,individual,manual,second owner
hyundai eon magna plus,2013.0,125000.0,171000.0,petrol,individual,manual,first owner
hyundai verna 1.6 crdi,2011.0,260000.0,125000.0,diesel,individual,manual,third owner
fiat linea classic 1.3 multijet,2015.0,350000.0,130000.0,diesel,individual,manual,first owner
maruti alto 800 cng lxi,2012.0,170000.0,97000.0,cng,individual,manual,second owner
hyundai grand i10 sportz,2015.0,350000.0,90000.0,petrol,individual,manual,second owner
maruti swift dzire vxi,2009.0,250000.0,60000.0,petrol,individual,manual,third owner
tata indigo cr4,2013.0,170000.0,60000.0,diesel,individual,manual,first owner
mahindra scorpio s11 bsiv,2018.0,1200000.0,35000.0,diesel,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz bsiv,2019.0,550000.0,25000.0,petrol,individual,manual,first owner
honda brio 1.2 s mt,2017.0,400000.0,15000.0,petrol,individual,manual,first owner
tata nano lx,2011.0,120000.0,20000.0,petrol,individual,manual,first owner
ford figo petrol titanium,2010.0,275000.0,70000.0,petrol,individual,manual,first owner
tata zest revotron 1.2t xe,2016.0,285000.0,90000.0,petrol,individual,manual,first owner
hyundai creta 1.4 crdi base,2016.0,900000.0,80000.0,diesel,individual,manual,first owner
mercedes-benz m-class ml 350 cdi,2014.0,1200000.0,79500.0,diesel,individual,automatic,second owner
hyundai verna 1.6 sx crdi (o),2013.0,620000.0,70000.0,diesel,individual,manual,second owner
toyota innova crysta 2.4 gx mt 8s bsiv,2018.0,1200000.0,5000.0,diesel,individual,manual,first owner
ford figo aspire 1.2 ti-vct titanium plus,2018.0,650000.0,15000.0,petrol,individual,manual,first owner
maruti ertiga vxi,2014.0,500000.0,35000.0,petrol,individual,manual,first owner
tata new safari dicor 2.2 ex 4x4,2009.0,250000.0,120000.0,diesel,individual,manual,second owner
mahindra marazzo m4,2018.0,950000.0,15000.0,diesel,individual,manual,second owner
toyota etios cross 1.2l g,2015.0,320000.0,60000.0,petrol,individual,manual,first owner
renault duster 110ps diesel rxz,2013.0,450000.0,120000.0,diesel,individual,manual,first owner
mahindra kuv 100 mfalcon d75 k8 aw,2016.0,350000.0,90000.0,diesel,individual,manual,first owner
maruti swift dzire vxi,2015.0,400000.0,90000.0,petrol,individual,manual,first owner
hyundai i20 asta 1.4 crdi (diesel),2009.0,250000.0,72000.0,diesel,individual,manual,second owner
toyota innova 2.0 gx 8 str bsiv,2011.0,550000.0,171000.0,petrol,individual,manual,second owner
maruti zen lxi,2001.0,85000.0,70000.0,petrol,individual,manual,second owner
hyundai santro lp zipplus,2001.0,52000.0,50000.0,petrol,individual,manual,third owner
tata hexa xta,2017.0,1200000.0,50000.0,diesel,individual,automatic,first owner
hyundai verna 1.6 sx vtvt at,2011.0,450000.0,60000.0,petrol,individual,automatic,third owner
maruti swift dzire vxi 1.2 bs iv,2018.0,615000.0,40000.0,petrol,individual,manual,first owner
maruti sx4 zdi leather,2012.0,400000.0,60000.0,diesel,individual,manual,second owner
tata nano lx,2013.0,60000.0,40000.0,petrol,individual,manual,first owner
maruti ignis 1.2 alpha bsiv,2017.0,500000.0,9161.0,petrol,individual,manual,first owner
honda mobilio v i vtec,2015.0,600000.0,45000.0,petrol,individual,manual,first owner
hyundai getz 1.3 gvs,2010.0,110000.0,110000.0,petrol,individual,manual,first owner
hyundai santro xing gl plus,2013.0,175000.0,80000.0,petrol,individual,manual,first owner
ford fiesta titanium 1.5 tdci,2011.0,325000.0,100000.0,diesel,individual,manual,second owner
maruti swift dzire ldi,2017.0,425000.0,90000.0,diesel,individual,manual,first owner
hyundai accent gle cng,2009.0,160000.0,70000.0,cng,individual,manual,third owner
maruti zen estilo lxi bsiii,2007.0,100000.0,80000.0,petrol,individual,manual,third owner
maruti swift dzire ldi,2014.0,390000.0,110000.0,diesel,individual,manual,second owner
hyundai i20 1.2 spotz,2017.0,400000.0,50000.0,petrol,individual,manual,first owner
tata tigor 1.2 revotron xm,2018.0,509999.0,5000.0,petrol,individual,manual,first owner
hyundai i10 magna 1.1,2008.0,150000.0,90000.0,petrol,individual,manual,third owner
hyundai santro xing gls,2009.0,110000.0,120000.0,petrol,individual,manual,first owner
nissan sunny diesel xv,2013.0,450000.0,80000.0,diesel,individual,manual,first owner
hyundai i20 1.2 spotz,2017.0,400000.0,38000.0,petrol,individual,manual,second owner
hyundai santro xing gls,2009.0,140000.0,120000.0,petrol,individual,manual,first owner
tata indigo cr4,2011.0,130000.0,90000.0,diesel,individual,manual,first owner
maruti alto 800 lxi,2017.0,160000.0,50000.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2016.0,150000.0,60000.0,petrol,individual,manual,first owner
mahindra xuv500 w8 2wd,2013.0,500000.0,100000.0,diesel,individual,manual,second owner
tata nano std,2011.0,40000.0,19000.0,petrol,individual,manual,first owner
chevrolet tavera lt l1 7 seats bsiii,2006.0,140000.0,171000.0,diesel,individual,manual,third owner
mahindra verito 1.5 d2 bsiv,2015.0,227000.0,70000.0,diesel,individual,manual,second owner
maruti swift vdi,2011.0,285000.0,50000.0,diesel,individual,manual,second owner
maruti alto lx,2012.0,155000.0,19077.0,petrol,individual,manual,second owner
hyundai eon d lite,2016.0,210000.0,30000.0,petrol,individual,manual,first owner
maruti alto lxi,2009.0,140000.0,80000.0,petrol,individual,manual,second owner
toyota innova 2.5 gx (diesel) 7 seater,2015.0,940000.0,128000.0,diesel,individual,manual,first owner
nissan terrano xv premium 110 ps,2013.0,750000.0,80000.0,diesel,individual,manual,first owner
maruti baleno alpha 1.3,2016.0,610000.0,100000.0,diesel,individual,manual,first owner
nissan sunny xv d premium leather,2015.0,450000.0,50000.0,diesel,individual,manual,first owner
toyota etios liva gd,2012.0,409999.0,56000.0,diesel,individual,manual,first owner
hyundai eon 1.0 era plus,2018.0,100000.0,21302.0,petrol,individual,manual,first owner
renault kwid 1.0 rxt optional,2018.0,300000.0,10500.0,petrol,individual,manual,first owner
mahindra bolero 2011-2019 slx,2013.0,400000.0,107000.0,diesel,individual,manual,first owner
hyundai i10 sportz 1.2,2010.0,210000.0,60000.0,petrol,individual,manual,second owner
hyundai santro xing xg erlx euro iii,2006.0,90000.0,120000.0,petrol,individual,manual,second owner
maruti wagon r lxi bs iv,2010.0,222000.0,70000.0,petrol,individual,manual,first owner
maruti alto 800 lxi,2015.0,240000.0,50000.0,petrol,individual,manual,second owner
toyota etios liva gd,2013.0,450000.0,70000.0,diesel,individual,manual,second owner
volkswagen jetta 2.0l tdi highline at,2012.0,735000.0,55300.0,diesel,dealer,automatic,first owner
tata indica vista quadrajet 90 vx,2012.0,285000.0,74300.0,diesel,dealer,manual,first owner
honda city vx mt,2010.0,350000.0,48781.0,petrol,dealer,manual,first owner
volkswagen jetta 1.9 highline tdi,2010.0,290000.0,87620.0,diesel,dealer,automatic,first owner
volkswagen vento 1.5 tdi highline plus at,2017.0,890000.0,40219.0,diesel,dealer,automatic,first owner
honda jazz vx,2011.0,385000.0,11473.0,petrol,dealer,manual,first owner
maruti eeco 5 seater ac bsiv,2017.0,425000.0,8352.0,petrol,dealer,manual,first owner
maruti wagon r vxi amt1.2bsiv,2017.0,525000.0,9745.0,petrol,dealer,automatic,first owner
hyundai grand i10 asta,2017.0,550000.0,9748.0,petrol,dealer,manual,first owner
volkswagen polo 1.0 mpi trendline,2012.0,271000.0,49000.0,petrol,dealer,manual,first owner
hyundai creta 1.6 crdi sx option,2018.0,1200000.0,20694.0,diesel,dealer,manual,first owner
hyundai grand i10 asta option,2015.0,490000.0,31080.0,petrol,dealer,manual,first owner
hyundai eon era plus,2014.0,260000.0,37605.0,petrol,dealer,manual,first owner
hyundai xcent 1.1 crdi sx option,2014.0,455000.0,55850.0,diesel,dealer,manual,first owner
tata nano lx bsiv,2010.0,75000.0,58850.0,petrol,dealer,manual,first owner
toyota etios cross 1.2l g,2015.0,421000.0,23839.0,petrol,dealer,manual,first owner
maruti swift ddis ldi,2016.0,550000.0,54000.0,diesel,dealer,manual,first owner
hyundai i10 sportz 1.2 at,2013.0,330000.0,38000.0,petrol,dealer,automatic,first owner
volkswagen vento 1.5 tdi comfortline,2012.0,390000.0,45454.0,diesel,dealer,manual,first owner
skoda rapid 1.5 tdi at ambition,2015.0,599000.0,46957.0,diesel,dealer,automatic,first owner
hyundai getz gle,2007.0,110000.0,60000.0,petrol,individual,manual,fourth & above owner
renault kwid rxt optional,2016.0,250000.0,25000.0,petrol,individual,manual,first owner
mahindra scorpio m2di,2012.0,600000.0,110000.0,diesel,individual,manual,fourth & above owner
ford endeavour xlt tdci 4x2,2008.0,280000.0,171000.0,diesel,individual,manual,second owner
audi q3 35 tdi quattro technology,2018.0,1200000.0,25000.0,diesel,individual,automatic,first owner
mahindra renault logan 1.4 glx petrol,2008.0,80000.0,90000.0,petrol,individual,manual,first owner
maruti alto k10 vxi,2019.0,350000.0,5000.0,petrol,individual,manual,first owner
maruti swift vdi bsiv,2015.0,475000.0,60000.0,diesel,individual,manual,first owner
audi a5 sportback,2020.0,1200000.0,1500.0,diesel,individual,automatic,first owner
maruti swift dzire vdi,2018.0,500000.0,50000.0,diesel,individual,manual,first owner
chevrolet sail hatchback 1.3 tcdi lt abs,2014.0,250000.0,120000.0,diesel,individual,manual,first owner
hyundai accent crdi,2005.0,100000.0,120000.0,diesel,individual,manual,second owner
maruti alto k10 vxi airbag,2019.0,350000.0,5000.0,petrol,individual,manual,first owner
bmw 7 series signature 730ld,2014.0,1200000.0,47000.0,diesel,individual,automatic,first owner
toyota camry 2.5 hybrid,2017.0,1200000.0,20000.0,petrol,individual,automatic,first owner
hyundai santro xing xg,2005.0,95000.0,120000.0,petrol,individual,manual,second owner
hyundai grand i10 crdi sportz,2015.0,409999.0,58000.0,diesel,individual,manual,first owner
mahindra xuv500 w5 bsiv,2018.0,1050000.0,35000.0,diesel,individual,manual,first owner
maruti alto k10 vxi,2017.0,320000.0,30000.0,petrol,individual,manual,first owner
mahindra xuv300 w8 option diesel bsiv,2019.0,1000000.0,10000.0,diesel,individual,manual,first owner
toyota innova crysta 2.4 vx mt bsiv,2017.0,1200000.0,25000.0,diesel,individual,manual,first owner
mahindra thar crde,2018.0,950000.0,20000.0,diesel,individual,manual,first owner
maruti swift dzire zdi,2018.0,750000.0,50000.0,diesel,individual,manual,first owner
hyundai eon magna plus,2014.0,220000.0,42000.0,petrol,individual,manual,first owner
tata hexa xm,2017.0,1000000.0,50000.0,diesel,individual,manual,first owner
honda mobilio e i dtec,2017.0,660000.0,116000.0,diesel,individual,manual,first owner
maruti ertiga zdi,2015.0,716000.0,100000.0,diesel,individual,manual,first owner
maruti ciaz zxi plus,2015.0,675000.0,66000.0,petrol,individual,manual,first owner
mahindra scorpio lx,2010.0,385000.0,110000.0,diesel,individual,manual,third owner
fiat grande punto evo 1.3 dynamic,2014.0,325000.0,70000.0,diesel,individual,manual,first owner
hyundai creta 1.6 crdi sx option,2015.0,950000.0,60000.0,diesel,individual,manual,first owner
ford endeavour hurricane limited edition,2007.0,400000.0,110000.0,diesel,individual,automatic,fourth & above owner
tata indica vista tdi ls,2014.0,250000.0,25000.0,diesel,individual,manual,first owner
land rover discovery s 2.0 sd4,2018.0,1200000.0,68000.0,petrol,individual,automatic,first owner
maruti alto 800 lxi,2014.0,210000.0,20000.0,petrol,individual,manual,first owner
hyundai i10 era 1.1 itech se,2011.0,147000.0,110000.0,petrol,individual,manual,second owner
maruti vitara brezza vdi option,2018.0,725000.0,26350.0,diesel,individual,manual,first owner
mahindra scorpio sle bsiv,2012.0,550000.0,90000.0,diesel,individual,manual,first owner
hyundai i20 sportz option 1.2,2016.0,475000.0,25000.0,petrol,individual,manual,first owner
hyundai santro xing gls,2014.0,250000.0,50000.0,petrol,individual,manual,second owner
tata indica lsi,2006.0,70000.0,60000.0,petrol,individual,manual,second owner
hyundai eon era plus,2012.0,160000.0,70000.0,petrol,individual,manual,third owner
ford endeavour 3.0l 4x4 at,2011.0,1000000.0,90000.0,diesel,individual,automatic,second owner
hyundai santro le zipplus,2001.0,68000.0,70000.0,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa asta,2017.0,500000.0,26500.0,petrol,individual,manual,first owner
hyundai creta 1.4 ex diesel,2020.0,1050000.0,10000.0,diesel,individual,manual,first owner
hyundai verna crdi 1.6 sx,2017.0,900000.0,50000.0,diesel,individual,manual,first owner
maruti alto lx,2007.0,100000.0,52000.0,petrol,individual,manual,second owner
hyundai i20 asta 1.4 crdi,2013.0,300000.0,90000.0,diesel,individual,manual,first owner
tata indigo lx,2011.0,140000.0,60000.0,diesel,individual,manual,second owner
ford figo aspire 1.2 ti-vct trend,2018.0,550000.0,35000.0,petrol,individual,manual,first owner
mahindra xuv500 w8 4wd,2012.0,650000.0,71042.0,diesel,dealer,manual,first owner
mitsubishi pajero sport 4x4,2012.0,1025000.0,167870.0,diesel,dealer,manual,second owner
ford fiesta 1.5 tdci titanium,2011.0,195000.0,133564.0,diesel,dealer,manual,first owner
bmw 3 series 320d sport,2013.0,1200000.0,40000.0,diesel,dealer,automatic,first owner
honda city i-vtec cvt zx,2018.0,1140000.0,23038.0,petrol,trustmark dealer,automatic,first owner
chevrolet beat diesel ls,2011.0,95000.0,70000.0,diesel,individual,manual,first owner
bmw 3 series gt luxury line,2017.0,1200000.0,30000.0,diesel,individual,automatic,first owner
maruti baleno delta 1.2,2017.0,585000.0,43608.0,petrol,trustmark dealer,manual,first owner
maruti baleno alpha cvt,2018.0,825000.0,11212.0,petrol,trustmark dealer,automatic,first owner
hyundai i20 1.4 magna executive,2013.0,280000.0,52000.0,diesel,dealer,manual,first owner
maruti baleno zeta,2016.0,725000.0,49217.0,petrol,trustmark dealer,manual,first owner
mahindra verito 1.5 d4 bsiv,2015.0,300000.0,90000.0,diesel,individual,manual,first owner
hyundai xcent 1.2 kappa s,2015.0,375000.0,70000.0,petrol,individual,manual,first owner
honda city vtec,2003.0,310000.0,90000.0,petrol,individual,manual,fourth & above owner
maruti swift dzire vdi,2011.0,375000.0,171000.0,diesel,individual,manual,third owner
ford endeavour 3.2 titanium at 4x4,2016.0,1200000.0,106000.0,diesel,individual,automatic,first owner
tata xenon xt ex 4x2,2012.0,400000.0,80000.0,diesel,individual,manual,second owner
nissan terrano xl plus 85 ps,2014.0,550000.0,80000.0,diesel,individual,manual,second owner
maruti eeco 7 seater standard bsiv,2018.0,270000.0,20000.0,petrol,individual,manual,first owner
maruti ertiga zdi,2012.0,555000.0,110000.0,diesel,individual,manual,second owner
ford ecosport 1.5 dv5 mt ambiente,2013.0,500000.0,60000.0,diesel,individual,manual,second owner
skoda laura elegance 1.9 tdi  at,2010.0,400000.0,130000.0,diesel,individual,automatic,second owner
hyundai eon 1.0 era plus,2017.0,280000.0,28838.0,petrol,individual,manual,first owner
tata indica gls bs iv,2008.0,80000.0,171000.0,petrol,individual,manual,first owner
tata indica dls,2006.0,55000.0,100000.0,diesel,individual,manual,first owner
maruti alto 800 lxi airbag,2014.0,250000.0,50000.0,petrol,individual,manual,first owner
mahindra bolero slx 2wd,2010.0,250000.0,171000.0,diesel,individual,manual,fourth & above owner
mahindra jeep mm 540,2007.0,95000.0,100000.0,diesel,individual,manual,second owner
mahindra scorpio 1.99 s10,2014.0,725000.0,135000.0,diesel,individual,manual,second owner
mahindra bolero power plus plus ac bsiv ps,2015.0,320000.0,50000.0,diesel,individual,manual,third owner
skoda octavia elegance 2.0 tdi at,2014.0,1200000.0,135000.0,diesel,individual,automatic,third owner
chevrolet beat diesel ls,2012.0,160000.0,50000.0,diesel,individual,manual,first owner
honda jazz 1.5 vx i dtec,2018.0,790000.0,19571.0,diesel,dealer,manual,first owner
honda city i-vtec zx,2018.0,1200000.0,29600.0,petrol,dealer,manual,first owner
maruti swift lxi,2011.0,175000.0,70000.0,petrol,individual,manual,first owner
